Webinar Data,Registration_Number,Clean1,Clean2,Clean3,Clean4,Day,Month,Year,RegistrationDate,Clean5,Clean6,Status,Clean7,Clean8,In_Time,Out_Time,Webinar_timespend,Webinar_timespend (in minutes),Registration_Number,RegistrationDate,Contact_Number,Status,In_Time,Out_Time,Webinar_timespend,Webinar_timespend (in minutes),Webinar Scheduled,Platform,Campaign
"RGNO1466181,Date-2/12/2024,Mob:607977999[15:34-15:50]",RGNO1466181,Date-2/12/2024,Mob:607977999[15:34-15:50],Date,2/12/2024,2,12,2024,12/2/2024,607977999,15:34-15:50,Joined,15:34,15:50,3:34:00 PM,3:50:00 PM,0:16,16,RGNO1466181,12/2/2024,607977999,Joined,3:34:00 PM,3:50:00 PM,0:16,12:00:00 AM,12/3/2024,Instagram,Train to Gain
"RGNO1466182,Date-5/12/2024,Mob:708068002[0:00]",RGNO1466182,Date-5/12/2024,Mob:708068002[0:00],Date,5/12/2024,5,12,2024,12/5/2024,708068002,0:00,Not Joined,0:00,,12:00:00 AM,0:00,0:00,0,RGNO1466182,12/5/2024,708068002,Not Joined,12:00:00 AM,0:00,0:00,12:00:00 AM,12/6/2024,Instagram,Train to Gain
"RGNO1466183,Date-10/12/2024,Mob:608158006[08:18-8:32]",RGNO1466183,Date-10/12/2024,Mob:608158006[08:18-8:32],Date,10/12/2024,10,12,2024,12/10/2024,608158006,08:18-8:32,Joined,8:18,8:32,8:18:00 AM,8:32:00 AM,0:14,14,RGNO1466183,12/10/2024,608158006,Joined,8:18:00 AM,8:32:00 AM,0:14,12:00:00 AM,12/11/2024,Instagram,Train to Gain
"RGNO1466184,Date-13/12/2024,Mob:608428017[11:34-11:49]",RGNO1466184,Date-13/12/2024,Mob:608428017[11:34-11:49],Date,13/12/2024,13,12,2024,12/13/2024,608428017,11:34-11:49,Joined,11:34,11:49,11:34:00 AM,11:49:00 AM,0:15,15,RGNO1466184,12/13/2024,608428017,Joined,11:34:00 AM,11:49:00 AM,0:15,12:00:00 AM,12/14/2024,Instagram,Train to Gain
"RGNO1466185,Date-18/12/2024,Mob:608518021[0:00]",RGNO1466185,Date-18/12/2024,Mob:608518021[0:00],Date,18/12/2024,18,12,2024,12/18/2024,608518021,0:00,Not Joined,0:00,,12:00:00 AM,0:00,0:00,0,RGNO1466185,12/18/2024,608518021,Not Joined,12:00:00 AM,0:00,0:00,12:00:00 AM,12/19/2024,YouTube,Unlock Your Potential
"RGNO1466186,Date-10/12/2024,Mob:708698029[08:09-8:12]",RGNO1466186,Date-10/12/2024,Mob:708698029[08:09-8:12],Date,10/12/2024,10,12,2024,12/10/2024,708698029,08:09-8:12,Joined,8:09,8:12,8:09:00 AM,8:12:00 AM,0:03,3,RGNO1466186,12/10/2024,708698029,Joined,8:09:00 AM,8:12:00 AM,0:03,12:00:00 AM,12/11/2024,YouTube,Unlock Your Potential
"RGNO1466187,Date-19/12/2024,Mob:709058044[17:45-18:05]",RGNO1466187,Date-19/12/2024,Mob:709058044[17:45-18:05],Date,19/12/2024,19,12,2024,12/19/2024,709058044,17:45-18:05,Joined,17:45,18:05,5:45:00 PM,6:05:00 PM,0:20,20,RGNO1466187,12/19/2024,709058044,Joined,5:45:00 PM,6:05:00 PM,0:20,12:00:00 AM,12/20/2024,YouTube,Train to Gain
"RGNO1466188,Date-16/12/2024,Mob:709148048[13:44-14:03]",RGNO1466188,Date-16/12/2024,Mob:709148048[13:44-14:03],Date,16/12/2024,16,12,2024,12/16/2024,709148048,13:44-14:03,Joined,13:44,14:03,1:44:00 PM,2:03:00 PM,0:19,19,RGNO1466188,12/16/2024,709148048,Joined,1:44:00 PM,2:03:00 PM,0:19,12:00:00 AM,12/17/2024,Instagram,Train to Gain
"RGNO1466189,Date-11/12/2024,Mob:709418059[16:34-16:40]",RGNO1466189,Date-11/12/2024,Mob:709418059[16:34-16:40],Date,11/12/2024,11,12,2024,12/11/2024,709418059,16:34-16:40,Joined,16:34,16:40,4:34:00 PM,4:40:00 PM,0:06,6,RGNO1466189,12/11/2024,709418059,Joined,4:34:00 PM,4:40:00 PM,0:06,12:00:00 AM,12/12/2024,YouTube,Train to Gain
"RGNO1466190,Date-2/12/2024,Mob:609508063[15:12-15:16]",RGNO1466190,Date-2/12/2024,Mob:609508063[15:12-15:16],Date,2/12/2024,2,12,2024,12/2/2024,609508063,15:12-15:16,Joined,15:12,15:16,3:12:00 PM,3:16:00 PM,0:04,4,RGNO1466190,12/2/2024,609508063,Joined,3:12:00 PM,3:16:00 PM,0:04,12:00:00 AM,12/3/2024,Facebook,Unlock Your Potential
"RGNO1466191,Date-13/12/2024,Mob:709688070[16:42-16:57]",RGNO1466191,Date-13/12/2024,Mob:709688070[16:42-16:57],Date,13/12/2024,13,12,2024,12/13/2024,709688070,16:42-16:57,Joined,16:42,16:57,4:42:00 PM,4:57:00 PM,0:15,15,RGNO1466191,12/13/2024,709688070,Joined,4:42:00 PM,4:57:00 PM,0:15,12:00:00 AM,12/14/2024,Facebook,Train to Gain
"RGNO1466192,Date-9/12/2024,Mob:709778074[0:00]",RGNO1466192,Date-9/12/2024,Mob:709778074[0:00],Date,9/12/2024,9,12,2024,12/9/2024,709778074,0:00,Not Joined,0:00,,12:00:00 AM,0:00,0:00,0,RGNO1466192,12/9/2024,709778074,Not Joined,12:00:00 AM,0:00,0:00,12:00:00 AM,12/10/2024,Instagram,Unlock Your Potential
"RGNO1466193,Date-17/12/2024,Mob:609868078[15:44-16:00]",RGNO1466193,Date-17/12/2024,Mob:609868078[15:44-16:00],Date,17/12/2024,17,12,2024,12/17/2024,609868078,15:44-16:00,Joined,15:44,16:00,3:44:00 PM,4:00:00 PM,0:16,16,RGNO1466193,12/17/2024,609868078,Joined,3:44:00 PM,4:00:00 PM,0:16,12:00:00 AM,12/18/2024,Instagram,Train to Gain
"RGNO1466194,Date-9/12/2024,Mob:600048085[0:00]",RGNO1466194,Date-9/12/2024,Mob:600048085[0:00],Date,9/12/2024,9,12,2024,12/9/2024,600048085,0:00,Not Joined,0:00,,12:00:00 AM,0:00,0:00,0,RGNO1466194,12/9/2024,600048085,Not Joined,12:00:00 AM,0:00,0:00,12:00:00 AM,12/10/2024,YouTube,Train to Gain
"RGNO1466195,Date-12/12/2024,Mob:700228093[16:40-16:57]",RGNO1466195,Date-12/12/2024,Mob:700228093[16:40-16:57],Date,12/12/2024,12,12,2024,12/12/2024,700228093,16:40-16:57,Joined,16:40,16:57,4:40:00 PM,4:57:00 PM,0:17,17,RGNO1466195,12/12/2024,700228093,Joined,4:40:00 PM,4:57:00 PM,0:17,12:00:00 AM,12/13/2024,Instagram,Unlock Your Potential
"RGNO1466196,Date-5/12/2024,Mob:600588108[16:49-16:50]",RGNO1466196,Date-5/12/2024,Mob:600588108[16:49-16:50],Date,5/12/2024,5,12,2024,12/5/2024,600588108,16:49-16:50,Joined,16:49,16:50,4:49:00 PM,4:50:00 PM,0:01,1,RGNO1466196,12/5/2024,600588108,Joined,4:49:00 PM,4:50:00 PM,0:01,12:00:00 AM,12/6/2024,Facebook,Unlock Your Potential
"RGNO1466197,Date-10/12/2024,Mob:600768116[0:00]",RGNO1466197,Date-10/12/2024,Mob:600768116[0:00],Date,10/12/2024,10,12,2024,12/10/2024,600768116,0:00,Not Joined,0:00,,12:00:00 AM,0:00,0:00,0,RGNO1466197,12/10/2024,600768116,Not Joined,12:00:00 AM,0:00,0:00,12:00:00 AM,12/11/2024,Facebook,Train to Gain
"RGNO1466198,Date-11/12/2024,Mob:701038127[0:00]",RGNO1466198,Date-11/12/2024,Mob:701038127[0:00],Date,11/12/2024,11,12,2024,12/11/2024,701038127,0:00,Not Joined,0:00,,12:00:00 AM,0:00,0:00,0,RGNO1466198,12/11/2024,701038127,Not Joined,12:00:00 AM,0:00,0:00,12:00:00 AM,12/12/2024,YouTube,Unlock Your Potential
"RGNO1466199,Date-13/12/2024,Mob:701218135[19:03-19:15]",RGNO1466199,Date-13/12/2024,Mob:701218135[19:03-19:15],Date,13/12/2024,13,12,2024,12/13/2024,701218135,19:03-19:15,Joined,19:03,19:15,7:03:00 PM,7:15:00 PM,0:12,12,RGNO1466199,12/13/2024,701218135,Joined,7:03:00 PM,7:15:00 PM,0:12,12:00:00 AM,12/14/2024,Instagram,Train to Gain
"RGNO1466200,Date-6/12/2024,Mob:601398142[0:00]",RGNO1466200,Date-6/12/2024,Mob:601398142[0:00],Date,6/12/2024,6,12,2024,12/6/2024,601398142,0:00,Not Joined,0:00,,12:00:00 AM,0:00,0:00,0,RGNO1466200,12/6/2024,601398142,Not Joined,12:00:00 AM,0:00,0:00,12:00:00 AM,12/7/2024,Instagram,Unlock Your Potential
"RGNO1466201,Date-20/12/2024,Mob:601938165[18:36-18:38]",RGNO1466201,Date-20/12/2024,Mob:601938165[18:36-18:38],Date,20/12/2024,20,12,2024,12/20/2024,601938165,18:36-18:38,Joined,18:36,18:38,6:36:00 PM,6:38:00 PM,0:02,2,RGNO1466201,12/20/2024,601938165,Joined,6:36:00 PM,6:38:00 PM,0:02,12:00:00 AM,12/21/2024,Instagram,Unlock Your Potential
"RGNO1466202,Date-9/12/2024,Mob:702208176[18:18-18:53]",RGNO1466202,Date-9/12/2024,Mob:702208176[18:18-18:53],Date,9/12/2024,9,12,2024,12/9/2024,702208176,18:18-18:53,Joined,18:18,18:53,6:18:00 PM,6:53:00 PM,0:35,35,RGNO1466202,12/9/2024,702208176,Joined,6:18:00 PM,6:53:00 PM,0:35,12:00:00 AM,12/10/2024,Instagram,Grow with Us
"RGNO1466203,Date-8/12/2024,Mob:702388184[13:34-14:33]",RGNO1466203,Date-8/12/2024,Mob:702388184[13:34-14:33],Date,8/12/2024,8,12,2024,12/8/2024,702388184,13:34-14:33,Joined,13:34,14:33,1:34:00 PM,2:33:00 PM,0:59,59,RGNO1466203,12/8/2024,702388184,Joined,1:34:00 PM,2:33:00 PM,0:59,12:00:00 AM,12/9/2024,Instagram,Train to Gain
"RGNO1466204,Date-13/12/2024,Mob:702478187[13:46-13:57]",RGNO1466204,Date-13/12/2024,Mob:702478187[13:46-13:57],Date,13/12/2024,13,12,2024,12/13/2024,702478187,13:46-13:57,Joined,13:46,13:57,1:46:00 PM,1:57:00 PM,0:11,11,RGNO1466204,12/13/2024,702478187,Joined,1:46:00 PM,1:57:00 PM,0:11,12:00:00 AM,12/14/2024,YouTube,Train to Gain
"RGNO1466205,Date-9/12/2024,Mob:703288221[0:00]",RGNO1466205,Date-9/12/2024,Mob:703288221[0:00],Date,9/12/2024,9,12,2024,12/9/2024,703288221,0:00,Not Joined,0:00,,12:00:00 AM,0:00,0:00,0,RGNO1466205,12/9/2024,703288221,Not Joined,12:00:00 AM,0:00,0:00,12:00:00 AM,12/10/2024,Instagram,Train to Gain
"RGNO1466206,Date-16/12/2024,Mob:603378225[10:31-10:42]",RGNO1466206,Date-16/12/2024,Mob:603378225[10:31-10:42],Date,16/12/2024,16,12,2024,12/16/2024,603378225,10:31-10:42,Joined,10:31,10:42,10:31:00 AM,10:42:00 AM,0:11,11,RGNO1466206,12/16/2024,603378225,Joined,10:31:00 AM,10:42:00 AM,0:11,12:00:00 AM,12/17/2024,Instagram,Unlock Your Potential
"RGNO1466207,Date-11/12/2024,Mob:703468229[15:25-15:32]",RGNO1466207,Date-11/12/2024,Mob:703468229[15:25-15:32],Date,11/12/2024,11,12,2024,12/11/2024,703468229,15:25-15:32,Joined,15:25,15:32,3:25:00 PM,3:32:00 PM,0:07,7,RGNO1466207,12/11/2024,703468229,Joined,3:25:00 PM,3:32:00 PM,0:07,12:00:00 AM,12/12/2024,Instagram,Train to Gain
"RGNO1466208,Date-8/12/2024,Mob:703558233[13:59-14:06]",RGNO1466208,Date-8/12/2024,Mob:703558233[13:59-14:06],Date,8/12/2024,8,12,2024,12/8/2024,703558233,13:59-14:06,Joined,13:59,14:06,1:59:00 PM,2:06:00 PM,0:07,7,RGNO1466208,12/8/2024,703558233,Joined,1:59:00 PM,2:06:00 PM,0:07,12:00:00 AM,12/9/2024,Instagram,Train to Gain
"RGNO1466209,Date-11/12/2024,Mob:703648237[16:39-16:45]",RGNO1466209,Date-11/12/2024,Mob:703648237[16:39-16:45],Date,11/12/2024,11,12,2024,12/11/2024,703648237,16:39-16:45,Joined,16:39,16:45,4:39:00 PM,4:45:00 PM,0:06,6,RGNO1466209,12/11/2024,703648237,Joined,4:39:00 PM,4:45:00 PM,0:06,12:00:00 AM,12/12/2024,Instagram,Train to Gain
"RGNO1466210,Date-11/12/2024,Mob:603738240[09:33-9:50]",RGNO1466210,Date-11/12/2024,Mob:603738240[09:33-9:50],Date,11/12/2024,11,12,2024,12/11/2024,603738240,09:33-9:50,Joined,9:33,9:50,9:33:00 AM,9:50:00 AM,0:17,17,RGNO1466210,12/11/2024,603738240,Joined,9:33:00 AM,9:50:00 AM,0:17,12:00:00 AM,12/12/2024,Instagram,Unlock Your Potential
"RGNO1466211,Date-17/12/2024,Mob:604098255[08:28-8:40]",RGNO1466211,Date-17/12/2024,Mob:604098255[08:28-8:40],Date,17/12/2024,17,12,2024,12/17/2024,604098255,08:28-8:40,Joined,8:28,8:40,8:28:00 AM,8:40:00 AM,0:12,12,RGNO1466211,12/17/2024,604098255,Joined,8:28:00 AM,8:40:00 AM,0:12,12:00:00 AM,12/18/2024,Instagram,Unlock Your Potential
"RGNO1466212,Date-14/12/2024,Mob:704278263[08:24-8:26]",RGNO1466212,Date-14/12/2024,Mob:704278263[08:24-8:26],Date,14/12/2024,14,12,2024,12/14/2024,704278263,08:24-8:26,Joined,8:24,8:26,8:24:00 AM,8:26:00 AM,0:02,2,RGNO1466212,12/14/2024,704278263,Joined,8:24:00 AM,8:26:00 AM,0:02,12:00:00 AM,12/15/2024,Facebook,Train to Gain
"RGNO1466213,Date-7/12/2024,Mob:704638278[0:00]",RGNO1466213,Date-7/12/2024,Mob:704638278[0:00],Date,7/12/2024,7,12,2024,12/7/2024,704638278,0:00,Not Joined,0:00,,12:00:00 AM,0:00,0:00,0,RGNO1466213,12/7/2024,704638278,Not Joined,12:00:00 AM,0:00,0:00,12:00:00 AM,12/8/2024,Facebook,Unlock Your Potential
"RGNO1466214,Date-13/12/2024,Mob:604998293[15:27-15:40]",RGNO1466214,Date-13/12/2024,Mob:604998293[15:27-15:40],Date,13/12/2024,13,12,2024,12/13/2024,604998293,15:27-15:40,Joined,15:27,15:40,3:27:00 PM,3:40:00 PM,0:13,13,RGNO1466214,12/13/2024,604998293,Joined,3:27:00 PM,3:40:00 PM,0:13,12:00:00 AM,12/14/2024,YouTube,Unlock Your Potential
"RGNO1466215,Date-7/12/2024,Mob:705088297[12:13-13:06]",RGNO1466215,Date-7/12/2024,Mob:705088297[12:13-13:06],Date,7/12/2024,7,12,2024,12/7/2024,705088297,12:13-13:06,Joined,12:13,13:06,12:13:00 PM,1:06:00 PM,0:53,53,RGNO1466215,12/7/2024,705088297,Joined,12:13:00 PM,1:06:00 PM,0:53,12:00:00 AM,12/8/2024,Instagram,Grow with Us
"RGNO1466216,Date-8/12/2024,Mob:705358308[15:12-15:16]",RGNO1466216,Date-8/12/2024,Mob:705358308[15:12-15:16],Date,8/12/2024,8,12,2024,12/8/2024,705358308,15:12-15:16,Joined,15:12,15:16,3:12:00 PM,3:16:00 PM,0:04,4,RGNO1466216,12/8/2024,705358308,Joined,3:12:00 PM,3:16:00 PM,0:04,12:00:00 AM,12/9/2024,YouTube,Unlock Your Potential
"RGNO1466217,Date-14/12/2024,Mob:605448312[0:00]",RGNO1466217,Date-14/12/2024,Mob:605448312[0:00],Date,14/12/2024,14,12,2024,12/14/2024,605448312,0:00,Not Joined,0:00,,12:00:00 AM,0:00,0:00,0,RGNO1466217,12/14/2024,605448312,Not Joined,12:00:00 AM,0:00,0:00,12:00:00 AM,12/15/2024,Facebook,Train to Gain
"RGNO1466218,Date-4/12/2024,Mob:605538316[09:00-9:30]",RGNO1466218,Date-4/12/2024,Mob:605538316[09:00-9:30],Date,4/12/2024,4,12,2024,12/4/2024,605538316,09:00-9:30,Joined,9:00,9:30,9:00:00 AM,9:30:00 AM,0:30,30,RGNO1466218,12/4/2024,605538316,Joined,9:00:00 AM,9:30:00 AM,0:30,12:00:00 AM,12/5/2024,Instagram,Train to Gain
"RGNO1466219,Date-4/12/2024,Mob:605628320[11:02-11:11]",RGNO1466219,Date-4/12/2024,Mob:605628320[11:02-11:11],Date,4/12/2024,4,12,2024,12/4/2024,605628320,11:02-11:11,Joined,11:02,11:11,11:02:00 AM,11:11:00 AM,0:09,9,RGNO1466219,12/4/2024,605628320,Joined,11:02:00 AM,11:11:00 AM,0:09,12:00:00 AM,12/5/2024,YouTube,Unlock Your Potential
"RGNO1466220,Date-13/12/2024,Mob:705718323[0:00]",RGNO1466220,Date-13/12/2024,Mob:705718323[0:00],Date,13/12/2024,13,12,2024,12/13/2024,705718323,0:00,Not Joined,0:00,,12:00:00 AM,0:00,0:00,0,RGNO1466220,12/13/2024,705718323,Not Joined,12:00:00 AM,0:00,0:00,12:00:00 AM,12/14/2024,Instagram,Unlock Your Potential
"RGNO1466221,Date-10/12/2024,Mob:605808327[12:55-13:53]",RGNO1466221,Date-10/12/2024,Mob:605808327[12:55-13:53],Date,10/12/2024,10,12,2024,12/10/2024,605808327,12:55-13:53,Joined,12:55,13:53,12:55:00 PM,1:53:00 PM,0:58,58,RGNO1466221,12/10/2024,605808327,Joined,12:55:00 PM,1:53:00 PM,0:58,12:00:00 AM,12/11/2024,YouTube,Unlock Your Potential
"RGNO1466222,Date-12/12/2024,Mob:705898331[0:00]",RGNO1466222,Date-12/12/2024,Mob:705898331[0:00],Date,12/12/2024,12,12,2024,12/12/2024,705898331,0:00,Not Joined,0:00,,12:00:00 AM,0:00,0:00,0,RGNO1466222,12/12/2024,705898331,Not Joined,12:00:00 AM,0:00,0:00,12:00:00 AM,12/13/2024,YouTube,Train to Gain
"RGNO1466223,Date-15/12/2024,Mob:606078339[17:40-18:30]",RGNO1466223,Date-15/12/2024,Mob:606078339[17:40-18:30],Date,15/12/2024,15,12,2024,12/15/2024,606078339,17:40-18:30,Joined,17:40,18:30,5:40:00 PM,6:30:00 PM,0:50,50,RGNO1466223,12/15/2024,606078339,Joined,5:40:00 PM,6:30:00 PM,0:50,12:00:00 AM,12/16/2024,YouTube,Unlock Your Potential
"RGNO1466224,Date-8/12/2024,Mob:706258346[12:05-12:12]",RGNO1466224,Date-8/12/2024,Mob:706258346[12:05-12:12],Date,8/12/2024,8,12,2024,12/8/2024,706258346,12:05-12:12,Joined,12:05,12:12,12:05:00 PM,12:12:00 PM,0:07,7,RGNO1466224,12/8/2024,706258346,Joined,12:05:00 PM,12:12:00 PM,0:07,12:00:00 AM,12/9/2024,YouTube,Train to Gain
"RGNO1466225,Date-18/12/2024,Mob:706348350[11:08-11:22]",RGNO1466225,Date-18/12/2024,Mob:706348350[11:08-11:22],Date,18/12/2024,18,12,2024,12/18/2024,706348350,11:08-11:22,Joined,11:08,11:22,11:08:00 AM,11:22:00 AM,0:14,14,RGNO1466225,12/18/2024,706348350,Joined,11:08:00 AM,11:22:00 AM,0:14,12:00:00 AM,12/19/2024,Instagram,Grow with Us
"RGNO1466226,Date-10/12/2024,Mob:606438354[18:40-19:14]",RGNO1466226,Date-10/12/2024,Mob:606438354[18:40-19:14],Date,10/12/2024,10,12,2024,12/10/2024,606438354,18:40-19:14,Joined,18:40,19:14,6:40:00 PM,7:14:00 PM,0:34,34,RGNO1466226,12/10/2024,606438354,Joined,6:40:00 PM,7:14:00 PM,0:34,12:00:00 AM,12/11/2024,Instagram,Train to Gain
"RGNO1466227,Date-14/12/2024,Mob:706528357[16:59-17:02]",RGNO1466227,Date-14/12/2024,Mob:706528357[16:59-17:02],Date,14/12/2024,14,12,2024,12/14/2024,706528357,16:59-17:02,Joined,16:59,17:02,4:59:00 PM,5:02:00 PM,0:03,3,RGNO1466227,12/14/2024,706528357,Joined,4:59:00 PM,5:02:00 PM,0:03,12:00:00 AM,12/15/2024,YouTube,Train to Gain
"RGNO1466228,Date-9/12/2024,Mob:706708365[12:45-13:21]",RGNO1466228,Date-9/12/2024,Mob:706708365[12:45-13:21],Date,9/12/2024,9,12,2024,12/9/2024,706708365,12:45-13:21,Joined,12:45,13:21,12:45:00 PM,1:21:00 PM,0:36,36,RGNO1466228,12/9/2024,706708365,Joined,12:45:00 PM,1:21:00 PM,0:36,12:00:00 AM,12/10/2024,Instagram,Train to Gain
"RGNO1466229,Date-13/12/2024,Mob:706798369[12:28-13:11]",RGNO1466229,Date-13/12/2024,Mob:706798369[12:28-13:11],Date,13/12/2024,13,12,2024,12/13/2024,706798369,12:28-13:11,Joined,12:28,13:11,12:28:00 PM,1:11:00 PM,0:43,43,RGNO1466229,12/13/2024,706798369,Joined,12:28:00 PM,1:11:00 PM,0:43,12:00:00 AM,12/14/2024,Instagram,Train to Gain
"RGNO1466230,Date-2/12/2024,Mob:606978376[13:01-13:37]",RGNO1466230,Date-2/12/2024,Mob:606978376[13:01-13:37],Date,2/12/2024,2,12,2024,12/2/2024,606978376,13:01-13:37,Joined,13:01,13:37,1:01:00 PM,1:37:00 PM,0:36,36,RGNO1466230,12/2/2024,606978376,Joined,1:01:00 PM,1:37:00 PM,0:36,12:00:00 AM,12/3/2024,Instagram,Grow with Us
"RGNO1466231,Date-12/12/2024,Mob:607158384[0:00]",RGNO1466231,Date-12/12/2024,Mob:607158384[0:00],Date,12/12/2024,12,12,2024,12/12/2024,607158384,0:00,Not Joined,0:00,,12:00:00 AM,0:00,0:00,0,RGNO1466231,12/12/2024,607158384,Not Joined,12:00:00 AM,0:00,0:00,12:00:00 AM,12/13/2024,Instagram,Unlock Your Potential
"RGNO1466232,Date-12/12/2024,Mob:607248388[18:15-18:48]",RGNO1466232,Date-12/12/2024,Mob:607248388[18:15-18:48],Date,12/12/2024,12,12,2024,12/12/2024,607248388,18:15-18:48,Joined,18:15,18:48,6:15:00 PM,6:48:00 PM,0:33,33,RGNO1466232,12/12/2024,607248388,Joined,6:15:00 PM,6:48:00 PM,0:33,12:00:00 AM,12/13/2024,YouTube,Unlock Your Potential
"RGNO1466233,Date-8/12/2024,Mob:607428395[09:26-9:42]",RGNO1466233,Date-8/12/2024,Mob:607428395[09:26-9:42],Date,8/12/2024,8,12,2024,12/8/2024,607428395,09:26-9:42,Joined,9:26,9:42,9:26:00 AM,9:42:00 AM,0:16,16,RGNO1466233,12/8/2024,607428395,Joined,9:26:00 AM,9:42:00 AM,0:16,12:00:00 AM,12/9/2024,Instagram,Unlock Your Potential
"RGNO1466234,Date-10/12/2024,Mob:707518399[15:20-16:03]",RGNO1466234,Date-10/12/2024,Mob:707518399[15:20-16:03],Date,10/12/2024,10,12,2024,12/10/2024,707518399,15:20-16:03,Joined,15:20,16:03,3:20:00 PM,4:03:00 PM,0:43,43,RGNO1466234,12/10/2024,707518399,Joined,3:20:00 PM,4:03:00 PM,0:43,12:00:00 AM,12/11/2024,Facebook,Train to Gain
"RGNO1466235,Date-12/12/2024,Mob:607788410[17:32-17:49]",RGNO1466235,Date-12/12/2024,Mob:607788410[17:32-17:49],Date,12/12/2024,12,12,2024,12/12/2024,607788410,17:32-17:49,Joined,17:32,17:49,5:32:00 PM,5:49:00 PM,0:17,17,RGNO1466235,12/12/2024,607788410,Joined,5:32:00 PM,5:49:00 PM,0:17,12:00:00 AM,12/13/2024,Instagram,Unlock Your Potential
"RGNO1466236,Date-15/12/2024,Mob:607968418[14:24-15:09]",RGNO1466236,Date-15/12/2024,Mob:607968418[14:24-15:09],Date,15/12/2024,15,12,2024,12/15/2024,607968418,14:24-15:09,Joined,14:24,15:09,2:24:00 PM,3:09:00 PM,0:45,45,RGNO1466236,12/15/2024,607968418,Joined,2:24:00 PM,3:09:00 PM,0:45,12:00:00 AM,12/16/2024,YouTube,Grow with Us
"RGNO1466237,Date-15/12/2024,Mob:608058422[17:29-18:19]",RGNO1466237,Date-15/12/2024,Mob:608058422[17:29-18:19],Date,15/12/2024,15,12,2024,12/15/2024,608058422,17:29-18:19,Joined,17:29,18:19,5:29:00 PM,6:19:00 PM,0:50,50,RGNO1466237,12/15/2024,608058422,Joined,5:29:00 PM,6:19:00 PM,0:50,12:00:00 AM,12/16/2024,Instagram,Grow with Us
"RGNO1466238,Date-6/12/2024,Mob:708238429[16:16-16:34]",RGNO1466238,Date-6/12/2024,Mob:708238429[16:16-16:34],Date,6/12/2024,6,12,2024,12/6/2024,708238429,16:16-16:34,Joined,16:16,16:34,4:16:00 PM,4:34:00 PM,0:18,18,RGNO1466238,12/6/2024,708238429,Joined,4:16:00 PM,4:34:00 PM,0:18,12:00:00 AM,12/7/2024,Instagram,Train to Gain
"RGNO1466239,Date-12/12/2024,Mob:609138467[0:00]",RGNO1466239,Date-12/12/2024,Mob:609138467[0:00],Date,12/12/2024,12,12,2024,12/12/2024,609138467,0:00,Not Joined,0:00,,12:00:00 AM,0:00,0:00,0,RGNO1466239,12/12/2024,609138467,Not Joined,12:00:00 AM,0:00,0:00,12:00:00 AM,12/13/2024,YouTube,Train to Gain
"RGNO1466240,Date-9/12/2024,Mob:709318475[19:24-19:34]",RGNO1466240,Date-9/12/2024,Mob:709318475[19:24-19:34],Date,9/12/2024,9,12,2024,12/9/2024,709318475,19:24-19:34,Joined,19:24,19:34,7:24:00 PM,7:34:00 PM,0:10,10,RGNO1466240,12/9/2024,709318475,Joined,7:24:00 PM,7:34:00 PM,0:10,12:00:00 AM,12/10/2024,Facebook,Train to Gain
"RGNO1466241,Date-7/12/2024,Mob:709408478[12:50-13:30]",RGNO1466241,Date-7/12/2024,Mob:709408478[12:50-13:30],Date,7/12/2024,7,12,2024,12/7/2024,709408478,12:50-13:30,Joined,12:50,13:30,12:50:00 PM,1:30:00 PM,0:40,40,RGNO1466241,12/7/2024,709408478,Joined,12:50:00 PM,1:30:00 PM,0:40,12:00:00 AM,12/8/2024,YouTube,Grow with Us
"RGNO1466242,Date-7/12/2024,Mob:609498482[16:47-17:25]",RGNO1466242,Date-7/12/2024,Mob:609498482[16:47-17:25],Date,7/12/2024,7,12,2024,12/7/2024,609498482,16:47-17:25,Joined,16:47,17:25,4:47:00 PM,5:25:00 PM,0:38,38,RGNO1466242,12/7/2024,609498482,Joined,4:47:00 PM,5:25:00 PM,0:38,12:00:00 AM,12/8/2024,Instagram,Grow with Us
"RGNO1466243,Date-11/12/2024,Mob:600398520[12:50-13:24]",RGNO1466243,Date-11/12/2024,Mob:600398520[12:50-13:24],Date,11/12/2024,11,12,2024,12/11/2024,600398520,12:50-13:24,Joined,12:50,13:24,12:50:00 PM,1:24:00 PM,0:34,34,RGNO1466243,12/11/2024,600398520,Joined,12:50:00 PM,1:24:00 PM,0:34,12:00:00 AM,12/12/2024,Instagram,Train to Gain
"RGNO1466244,Date-5/12/2024,Mob:600488524[08:11-9:00]",RGNO1466244,Date-5/12/2024,Mob:600488524[08:11-9:00],Date,5/12/2024,5,12,2024,12/5/2024,600488524,08:11-9:00,Joined,8:11,9:00,8:11:00 AM,9:00:00 AM,0:49,49,RGNO1466244,12/5/2024,600488524,Joined,8:11:00 AM,9:00:00 AM,0:49,12:00:00 AM,12/6/2024,Instagram,Unlock Your Potential
"RGNO1466245,Date-3/12/2024,Mob:600668531[12:28-13:01]",RGNO1466245,Date-3/12/2024,Mob:600668531[12:28-13:01],Date,3/12/2024,3,12,2024,12/3/2024,600668531,12:28-13:01,Joined,12:28,13:01,12:28:00 PM,1:01:00 PM,0:33,33,RGNO1466245,12/3/2024,600668531,Joined,12:28:00 PM,1:01:00 PM,0:33,12:00:00 AM,12/4/2024,Instagram,Unlock Your Potential
